429	S	P1 2015		Výrazem těžiště výtlaku (neboli tvarové těžiště) se označuje:	teoretický bod, ve kterém působí kolmo vzhůru vztlak (nebo v kterém je nadlehčováno plavidlo vztlakem, rovnajícím se váze vody plavidlem vytlačené).		plocha dna lodního tělesa, která je pod ponorem.		nejnižší bod ponořené části plavidla.	
430	S	P1 2015		Výraz trim se používá pro označení:	správného ustavení plachetnice.		bočního splouvání plachetnice (dryft).		stáčení plachetnice proti větru.	
431	S	P1 2015		Výraz trimování plachet se používá:	pro správné nastavení a seřízení plachet.		pro zmenšování plochy plachet při silném větru.		pro impregnaci plachet proti hnilobě.	
432	S	P1 2015		Závětrnost lodě je:	vlastnost plachetnice stáčet se po větru.		plavba plachetnice se skasanými plachtami.		postavení plachetnice proti větru.	
433	S	P1 2015		Takeláž je:	celá plachetní výstroj plachetnice.		kýl se zátěží u kýlové plachetnice.		ochranná plachta, která slouží k zakrytí lodi při kotvení.	
434	S	P1 2015		Persenink je:	ochranná plachta, chránící loď před vlivy počasí při stání.		bouřková kosatka ze silné plachtoviny.		pomocná plachta (tzv. lekážní), používaná k nouzovému utěsnění proraženého trupu.	
435	S	P1 2015		Lodní kulatiny jsou:	stěžně a ráhna, které nesou soustavu plachet.		lodní bidla s háčky.		vyvazovací zařízení, např. pacholata, průvlaky, rohatinky.	
436	S	P1 2015		Čelen je:	kulatina vyčnívající z přídě směrem dopředu.		svinovací ráhno kosatky (tzv. rolfok).		stěžňový nástavec (čnělka).	
437	S	P1 2015		Výrazem pevné lanoví se označují:	veškerá lana, která slouží k vyztužení a upevnění stěžňů.		kovová lana do průměru 30 mm.		kovová lana o průměru nad 30 mm.	
438	S	P1 2015		Výrazem pohyblivé lanoví se označují:	veškerá lana, která slouží k obsluze plachet (spouště, otěže).		pletená lana z konopí nebo bavlny kromě lan z umělých hmot.		pružná a měkká ocelová lana do průměru 10 mm.	
439	S	P1 2015		Saling (můstek) je:	příčná, stěžeň zpevňující výztuha.		stěžňová čnělka.		pomocná lávka pro usnadnění vystupování na břeh.	
440	S	P1 2015		Vysoká takeláž (vysokostěžňové oplachtění) je:	druh oplachtění, kde přední stěh dosahuje vrcholu stěžně.		druh oplachtění, které používá hlavní a pomocný stěžeň, tzv. jeden a půl stěžňové oplachtění.		druh tzv. kutrového oplachtění, které používá vrcholovou plachtu.	
441	S	P1 2015		Stěh je:	zpravidla ocelové lano, které fixuje stěžeň v podélné ose lodi (přední a zadní stěh).		zadní lem hlavní plachty.		lano sloužící k zajištění polohy ráhna při spuštěné plachtě.	
442	S	P1 2015		Upínačka (úpona) je:	lano převážně ocelové, které vyztužuje stěžeň z boku.		kování pro uchycení sklápěcího stěžně.		zařízení k bočnímu vlečení lodě.	
443	S	P1 2015		Topenanta je:	lano jako závěs ráhna, sloužící zejména k zajištění polohy ráhna při skasané hlavní plachtě.		lano sloužící k refování kosatky na rolfoku.		vzpěra mezi stěžněm a kýlem.	
444	S	P1 2015		Napínák je:	kovový díl s pravým a levým závitem, skládající se ze tří částí, který slouží k napínání stěhů, úpon, eventuálně jiných lan.		přední stěh sloužící k zachycení kosatky.		malý naviják (ráčna) s vertikální hřídelí, sloužící k dotažení otěží kosatky u větších lodí.	
445	S	P1 2015		Těžiště plachet je:	teoretický bod, v němž působí výsledná aerodynamická síla nesených plachet.		místo, kde jsou ráhna připevněna ke stěžňům.		místo, kde jsou na ráhně připevněny otěže plachet.	
446	S	P1 2015		Ráhno (vratipeň) je:	vodorovná kulatina kloubově spojená se stěžněm sloužící k nesení plachet.		zařízení k vytahování spinakru.		příčná výztuha stěžně.	
447	S	P1 2015		Refování plachty je:	zmenšování plochy plachty (za silného větru).		zajíždění nových plachet.		vyprání a impregnace plachet.	
448	S	P1 2015		Refovací aparát je:	zařízení sloužící ke zmenšování plachet za plavby.		lanko s kladkou pro měnění délky zadního líku plachty.		naviják pro kotevní lano.	
449	S	P1 2015		Výraz šekl označuje:	dvoudílný prvek tvaru podkovy, užívaný k spojování lan, event. připojování řetězů, stěhů, kladek apod.		dvojitá kladka.		zařízení na zajištění otěží.	
450	S	P1 2015		Výrazem otěž označujeme:	lana sloužící k nastavení plachet.		lano sloužící k vytahování plachet.		napínák předního stěhu.	
451	S	P1 2015		Spoušť nebo výtah je:	lano sloužící k vytahování a spouštění plachet, popřípadě ráhen.		lanko sloužící k zajištění listu kormidla.		zařízení pro odpalování signálních raket.	
452	S	P1 2015		Kiking je:	zařízení (lanko s kladkami), které zamezuje zdvihání ráhna při jeho vyložení do boku.		otevřený prostor pro posádku.		posuvné vedení otěží v příčném směru.	
453	S	P1 2015		Blok (slang. výraz) je:	dvojitá, trojitá eventuálně vícenásobná kladka (dvojblok, trojblok) sloužící ke zmenšení ovládacích sil.		ploutvová skříň.		kování na vrcholu stěžně.	
454	S	P1 2015		Příďový trojúhelník je:	prostor na plachetnici, ohraničený stěžněm, palubou a předním stěhem.		přední, vyztužený roh (krk) kosatky.		plocha paluby před stěžněm, u vícestěžňových lodí před předním stěžněm.	
455	S	P2 2015		Kýlovou plachetnici charakterizuje:	pevný kýl se zátěží, malá počáteční a velká konečná stabilita.		plocha plachet nejméně 30m2.		malý kokpit.	
456	S	P2 2015		Ploutvokýlová plachetnice má vůči kýlové tyto výhody:	možnost zmenšit ponor zatažením ploutve, umožnění změny polohy těžiště laterálu.		možnost využití ploutve jako opěry pro vnitřní zařízení kajuty.		snazší a levnější způsob stavby.	
457	S	P2 2015		Typickým znakem ploutvových plachetnic je:	plochý trup s malým ponorem, spouštěcí ploutev (převážně bez zátěže).		dělená, vyjímatelná olověná zátěž, uložená na kýlu.		použití vysokostěžňové šalupové takeláže.	
458	S	P2 2015		Výhodou ocelové konstrukce trupu plachetnice je především:	vysoká pevnost.		nízké náklady na údržbu.		vysoká rychlost plavby.	
459	S	P2 2015		Stěžňová podpěra slouží:	k vyztužení paluby nebo nástavby pod patou stěžně.		k zajištění průhybu stěžně.		k vylepšení interiéru plachetnice.	
460	S	P2 2015		Konstrukční rychlost plachetnice je přímo úměrná	štíhlostnímu poměru (poměru délky a šířky trupu na vodorysce).		ploše laterálu.		jejímu výtlaku.	
461	S	P2 2015		Samovylévací kokpit mají:	plachetnice určené k plavbě na moři a většina ostatních kajutových plachetnic.		pouze závodní plachetnice.		jen plachetnice typu katamarán a trimarán.	
462	S	P2 2015		Lodní těleso závodních plachetnic je konstruováno:	především z hlediska rychlosti a pevnosti.		především z hlediska pevnosti.		s ohledem na dostatečné zajištění plovatelnosti.	
463	S	P2 2015		Nevýhodou gaflového oplachtění je:	obtížná manipulace při vytahování a spouštění plachty.		veliká plocha plachty.		veliký výkon plachty.	
464	S	P2 2015		Výhodou celospírové plachty je:	větší plocha plachty a lepší tvar po celé délce profilu.		snadné vytahování na stěžeň.		snadnější obsluha.	
465	S	P2 2015		Vlastností výtahových lan je především:	vysoká pevnost a malá průtažnost.		vysoká pružnost.		veliký průměr lana.	
466	S	P2 2015		Kiking zajišťuje:	možnost přitažení ráhna směrem k palubě za účelem ovlivnění zploštění plachty.		polohu kosatky.		zajištění polohy otěže hlavní plachty.	
467	S	P2 2015		Kontraotěž slouží k:	zajištění polohy hlavní plachty při plavbě na zadní vítr.		zajištění kosatky při silném větru.		zajištění skasané hlavní plachty.	
468	S	P2 2015		Automatická kosatka je:	kosatka, která při obratu sama přejde bez obsluhy z jednoho boku na druhý.		plachta, která automaticky zmenšuje svoji plochu.		plachta, která se sama rozvine po vytažení hlavní plachty.	
469	S	P2 2015		Hlavní požadovanou vlastností ráhna je:	vysoká pevnost a malý průhyb, nízká hmotnost.		vysoká pružnost.		nízká cena, protože se ráhna často lámou.	
470	S	P2 2015		Požadovanou vlastností pevného lanoví je hlavně:	malá průtažnost a vysoká pevnost.		vysoká pružnost.		vysoká průtažnost a vysoká pevnost.	
471	S	P2 2015		Požadovanou vlastností materiálu na výrobu spinakru je:	vysoká pevnost a nízká hmotnost.		nízká hmotnost, na pevnosti nezáleží.		velká pružnost.	
472	S	P2 2015		Otěžový vozík slouží:	ke správnému nastavení úhlu tahu otěží hlavní plachty a k přesnému nastavení polohy hlavní plachty.		ke snadnějšímu vytažení lodě na vlek.		k pohodlnému sezení kormidelníka.	
473	S	P2 2015		Trysail je plachta sloužící při plavbě:	za velmi silného větru.		za středního větru.		ve slabém větru.	
474	S	P2 2015		Bouřková kosatka se vyznačuje:	malou plochou a velkou pevností.		velkou plochou a velkou pevností.		očnicemi obšitými kůží.	
475	S	P2 2015		Bouřkové plachty mají zpravidla barvu:	oranžovou.		černou.		bílou.	
476	S	P2 2015		Kosatka (slang. fok) je:	trojúhelníková plachta umístěná před stěžněm.		zadní trojúhelníková plachta s vratipněm.		trojúhelníková plachta vyplňující prostor mezi ráhnem a stěžněm.	
477	S	P2 2015		Hlavní požadovanou vlastností stěžně je:	vysoká pevnost a pružnost, nízká hmotnost.		vysoká hmotnost.		hlavně malá pružnost.	
478	S	P2 2015		Genua je druh:	kosatky o velké ploše, jejíž zadní lem značně přesahuje za stěžeň, slouží k plavbě za slabého a středního větru.		spinakru ze zvlášť lehké plachtoviny s odlehčovacími otvory.		bouřkové kosatky o malé ploše ze silné plachtoviny.	
479	S	P2 2015		Spinakr je:	druh příďové přídavné plachty, která má tvar sférické vyduté plochy.		zadní trojúhelníková plachta s vratipněm, tzv. bezanová.		druh nouzové trojúhelníkové plachty tzv. trysail, která je zhotovena ze silné plachtoviny.	
480	S	P2 2015		Bezanová plachta se používá:	na zadních stěžních některých vícestěžňových lodí a slouží spíše pro vyvážení soustavy plachet než jako plachta hnací.		k zakrytí lodě při kotvení na ochranu před povětrnostními vlivy.		k vyplnění prostoru mezi stěžněm a vratiráhnem u ráhnové takeláže.	
481	S	P2 2015		Plachty řídíme lany, která nazýváme:	otěžemi.		upínačkami.		stěhy.	
482	S	P2 2015		Plachty vytahujeme a spouštíme:	spouštěmi.		otěžemi.		úponami.	
483	S	P2 2015		Kladky používané ve výstroji plachetnic mají mít:	vysokou pevnost a malé tření.		velké tření.		vysokou pevnost a velké tření.	
484	S	P2 2015		Kasání neboli refování plachet se provádí pomocí:	refovacího zařízení.		kikingu.		kokpitu.	
485	S	P2 2015		Vějička někdy také korouhvička (slang. frklík) je:	ukazatel směru větru na vrcholu stěžně.		přístroj k zjišťování rychlosti větru.		přístroj k zjišťování bočního skluzu neboli dryftu lodě.	
486	S	P2 2015		Výhodou plachtoviny z umělých vláken je:	odolnost proti vodě, vlhkosti a vlivům povětrnosti, nesaje vodu, téměř se nevytahuje.		vysoká pružnost a ohebnost.		daleko menší cena a snadnější zpracování než u bavlněné plachtoviny.	
487	S	P3 2015		Na povrchu kapaliny může plavat těleso:	jehož hmotnost je menší než vztlak, který odpovídá hmotnosti kapaliny tělesem vytlačené.		jehož hmotnost se rovná vztlaku, který odpovídá hmotnosti kapaliny tělesem vytlačené.		jehož hmotnost je větší než vztlak, který odpovídá hmotnosti kapaliny tělesem vytlačené.	
488	S	P3 2015		Plocha laterálu je ovlivňována:	náklonem plavidla.		druhem povrchové úpravy ponořené části plavidla.		změnou polohy otočného kormidla.	
489	S	P3 2015		Váhové těžiště lodi se jejím náklonem:	nemění.		mění.		mění jen částečně.	
490	S	P3 2015		Rovnovážná poloha lodi je dána:	skutečností, že těžiště váhy a výtlaku leží na společné svislé ose, v rovině symetrie lodi.		umístěním stěžně do středu podélné osy lodě.		plochou plachet, která musí úměrně odpovídat ploše laterálu.	
491	S	P3 2015		Ponořená část kormidelního listu:	ovlivňuje velikost plochy laterálu.		nemá vliv na plochu laterálu.		ovlivňuje velikost plochy laterálu jen v tom případě, je-li kormidlo umístěno pod lodním trupem.	
492	S	P3 2015		Síla větru na plachty působí vůči lodnímu tělesu:	ve společném těžišti všech plachet.		v těžišti hlavní plachty, a to i u víceplachtových lodí.		ve dvou těžištích, a to ve společném těžišti plachet umístěných před stěžněm a ve společném těžišti plachet umístěným za stěžněm.	
493	S	P3 2015		Loď s větším výtlakem (hmotností) má setrvačnost:	větší než loď s malým výtlakem.		menší než loď s malým výtlakem.		stejnou jako loď s malým výtlakem.	
494	S	P3 2015		Stabilita pohybující se plachetnice je:	větší než stabilita plachetnice, která stojí.		stejná jako stabilita plachetnice, která stojí.		menší než stabilita plachetnice, která stojí.	
495	S	P3 2015		Stabilita plachetnice je závislá na:	tvaru a velikosti lodního trupu, rozložení váhy trupu a takeláže a na velikosti a umístění zátěže.		poměru plochy plachet v ose laterálu.		velikosti a tvaru palubních nástaveb.	
496	S	P3 2015		Plachetnice s jolovým tvarem trupu a pevným kýlem:	má počáteční stabilitu malou.		má počáteční stabilitu velkou.		nemá počáteční stabilitu žádnou.	
497	S	P3 2015		Plachetnice se šarpiovým tvarem trupu a s lehkou ploutví:	má počáteční stabilitu velkou.		nemá počáteční stabilitu žádnou.		má počáteční stabilitu malou.	
498	S	P3 2015		Výhodou plachetnice s jolovým tvarem trupu oproti plachetnici se šarpiovým tvarem trupu je:	snazší a plynulejší plavba ve vlnách.		menší náklady na údržbu.		vždy menší ponor jolové plachetnice.	
499	S	P3 2015		Plachetnice se šarpiovým tvarem trupu oproti plachetnici s jolovým tvarem trupu:	má výhodu ve větší počáteční stabilitě, možnosti použití ploutve místo pevného kýlu a tím snazšímu přistávání na písečné pláži při klidné vodní hladině.		nemá žádné plavebně provozní výhody.		umožňuje lepší a plynulejší plavbu ve vlnách.	
500	S	P3 2015		Vlastnost lodi snažit se plout ve vzpřímené poloze při malých úhlech náklonu nazýváme:	stabilitou počáteční.		stabilitou dynamickou.		stabilitou statickou.	
501	S	P3 2015		Schopnost vzpřímit se z maximálního náklonu nazýváme:	stabilitou konečnou, čili stabilitou při velkých úhlech náklonu.		stabilitou počáteční.		stabilitou metacentrickou.	
502	S	P3 2015		Závětrnost plachetnice způsobuje:	poloha těžiště plachet před těžištěm laterálu.		poloha těžiště laterálu před těžištěm plachet.		poloha těžiště výtlaku mimo osu symetrie plavidla.	
503	S	P3 2015		Návětrnost plachetnice je dána:	polohou těžiště plachet za těžištěm laterálu.		polohou těžiště plachet před těžištěm laterálu.		vzájemným plošným poměrem plachet a laterálu.	
504	S	P3 2015		Větší vadou plachetnice je:	závětrnost, protože může způsobit převržení lodě, závětrná loď má snahu stáčet se sama stále více po větru (odpadat).		návětrnost, protože silně namáhá upevnění stěžně.		podvětrnost, protože ohrožuje plachty a vzniká možnost jejich poškození.	
505	S	P3 2015		Závětrnost i návětrnost plachetnice lze kromě jiného ovlivnit:	změnou velikosti a tvaru plachet, změnou polohy a sklonu stěžně, změnou plochy laterálu nebo polohy jeho těžiště i náklonem lodi.		velikostí úhlu, pod kterým vítr působí na plachty.		zvětšením zátěže.	
506	S	P3 2015		Boční plocha laterálu má přímý vliv na:	stranový posuv (snos, dryf) plachetnice a na schopnost plachetnice stoupat proti větru.		na druh plachet, které může plachetnice nést.		rychlost plachetnice.	
507	S	P3 2015		Plout na bočním a předním větru umožňuje plachetnici:	plocha laterálu.		váha zátěže.		vhodný materiál a tvar plachty.	
508	S	P3 2015		Jízdu plachetnice ovlivňují tyto hlavní síly:	aerodynamické a hydrodynamické.		goniometrické.		logaritmické.	
509	S	P3 2015		Vítr - pohonná síla plachetnice vzniká:	prouděním vzduchu mezi místy s rozdílnými atmosférickými tlaky a rozdílnými teplotami, čím větší jsou rozdíly, tím silnější vítr vzniká.		působením polární záře na atmosférické vrstvy.		jako druhotný následek otáčení zeměkoule.	
510	S	P3 2015		Pro nastavení plachet je rozhodující vítr:	zdánlivý.		pulzující.		skutečný.	
511	S	P3 2015		Zdánlivý vítr je:	výsledný vítr, složený ze skutečného větru a vlastního větru (jako důsledku pohybu plachetnice vpřed).		protivítr, vznikající v přestávkách silných větrných poryvů.		vítr, jehož skutečný směr je vychýlen nakloněným lodním trupem.	
513	S	P3 2015		Vějička (korouhvička, frklík) na vrcholu stěžně ukazuje za plavby směr:	zdánlivého větru.		skutečného větru.		větru, vznikajícího pohybem plachetnice dopředu.	
514	S	P3 2015		Zdánlivý vítr přichází do plachet více zepředu při:	větší rychlosti plachetnice.		menší rychlosti plachetnice.		větším náklonu plachetnice.	
515	S	P3 2015		Výsledná síla na plachtě vzniká:	rozdílem rychlosti vzduchového proudění na vnější a vnitřní straně plachty.		náklonem plachetnice.		vlivem rychlosti lodě.	
516	S	P3 2015		Při plavbě ostře proti větru a na bočních větrech způsobuje výslednice sil, vyvozených větrem:	pohyb lodě dopředu, náklon lodě a boční snos.		stlačení lodní přídě do vody.		nežádoucí deformaci profilu plachty.	
517	S	P3 2015		Boční sílu na plachtě zachycuje:	boční průmět laterálu, avšak skutečný směr plavby není shodný s podélnou osou plavidla, ale je odkloněn o určitý úhel do závětří.		kormidlo.		podpěra stěžně.	
518	S	P3 2015		Podélná osa plachetnice svírá za plavby se zdánlivým větrem:	menší úhel než se skutečným větrem.		větší úhel než se skutečným větrem.		stejný úhel jako se skutečným větrem (uvažováno na vodní ploše bez pohybu - bez proudu).	
519	S	P3 2015		Při správném nastavení hlavní plachty půlí vratipeň zhruba úhel, který svírá:	podélná osa plavidla a směr zdánlivého větru.		podélná a příčná osa plavidla.		podélná osa plavidla a směr skutečného větru.	
520	S	P3 2015		Vztlak laterálu je síla:	působící proti boční síle plachty.		rovnoběžná se směrem plavby a nesnižuje vliv boční síly plachty.		zvětšující náklon plachetnice.	
521	S	P3 2015		Aktivní plocha plachty plachetnice v náklonu je:	menší než nenakloněné plachetnice.		je stejná jako nenakloněné plachetnice.		větší než nenakloněné plachetnice.	
522	S	P3 2015		Stěžeň s příliš velkou hmotností má za následek:	zhoršení stability plachetnice.		zlepšení stability plachetnice.		zlepšení stability plachetnice pouze za silného větru.	
523	S	P3 2015		Pro obtékání plachet větrem platí zákony:	v podstatě shodné jako pro křídla letadel nebo ptáků, protože jejich tvar a profil jsou podobné.		stejné jako pro obtékání rovinné desky, protože plachty jsou ploché.		empirické a proto je nutné vycházet pouze ze zkušeností vzhledem k tomu, že plachty jsou velmi pružný a tvarově značně proměnlivý element.	
524	S	P3 2015		Plachta je v základě:	vydutá plocha, jejíž řezy vodorovnými rovinami jsou aerodynamické profily.		kuželová plocha, jejíž svislé řezy určují její profil.		část válcové plochy, jejíž profil je odvislý od poloměru šířky.	
525	S	P3 2015		Plachta, resp. její jednotlivé aerodynamické profily při plavbě proti větru a při bočních větrech:	jsou obtékány proudem vzduchu pod různým úhlem náběhu.		stáčejí proud vzduchu šikmo dolů k hladině.		jsou deformovány vzduchovými víry, jejichž intenzita je závislá na síle větru.	
526	S	P3 2015		Účinnost profilu plachty při plavbě proti slabému přednímu větru je maximální:	když proudění kolem něho je plynulé a bez víření, tzv. laminární proudění.		při úhlu náběhu přes 20°.		využívá-li se odrazu větru od vodní hladiny.	
527	S	P3 2015		Laminární proudění vzduchu je závislé:	na aerodynamickém profilu plachty a tvaru zadního lemu.		na sklonu švů jednotlivých dílů a pružnosti použité plachtoviny.		na tvaru trupu lodě.	
528	S	P3 2015		Výhradně přetlaku na plachtách využívá plachetnice při jízdě:	na zadním větru.		ostře proti větru.		při bočním větru.	
529	S	P3 2015		Při plavbě ostře proti silnému větru je výhodnější plachta:	plošší s menším vydutím.		s větším vydutím.		se středním vydutím.	
530	S	P3 2015		Při jízdě na zadním větru je výhodnější plachta:	s velkým vydutím, protože obtékání plachty je turbulentní a pohyb lodi vpřed způsobuje přetlak v plachtě a nikoliv sání.		plochá, protože laminární proudění je účinnější.		se středním vydutím, protože má výhodnější průběh sání.	
531	S	P3 2015		Vliv kosatky na hlavní plachtu:	se projevuje v příznivém usměrňování vzduchového proudění kolem hlavní plachty, zejména na její závětrné straně, a tím zvyšuje její účinnost.		je zanedbatelný, zvětšuje pouze celkovou plochu plachet.		je zřetelný pouze při plavbě po větru.	
532	S	P3 2015		Upravit přetočení plachty, eventuálně zamezit zdvihání vratipně při jízdě na zadní nebo zadoboční vítr lze:	bočně posuvným vedením otěží nebo kikingem.		refovacím aparátem, nebo-li kasounem.		ráčnou na otěžovém kladkostroji.	
533	S	P3 2015		Náklon lodi a vliv lodního tělesa na vzduchové proudění:	působí nepříznivě na účinnost plachet.		neovlivňuje účinnost plachet.		působí příznivě při jízdě na boční vítr, neboť se využívá odrazu větru.	
534	S	P3 2015		Spinaker se používá:	hlavně při jízdě po větru nebo na zadobočním větru, méně na boční vítr.		při kasání plachet.		jako samočinná klema pro fixování otěží v požadované poloze.	
535	S	P3 2015		Při plavbě na zadní vítr je nejvíce zatěžována:	příď lodě.		záď lodě.		kýlová ploutev.	
536	S	P3 2015		Na ponořenou část lodního trupu působí síly:	hydrostatické a hydrodynamické.		aerodynamické.		balistické.	
537	S	P3 2015		Hydrodynamické síly vznikají:	při proudění vody kolem tělesa a jsou podobné proudění vzduchu; vzniká proudění laminární nebo turbulentní a platí obdobné zákony o proudnicích, vztlaku a odporu jako u aerodynamických sil.		při stání tělesa na hladině a jde o síly, které způsobí, že těleso plave.		působením vlivu přitažlivosti měsíce a slunce např. příliv a odliv.	
538	S	P3 2015		Plavbu plachetnice proti větru nebo na bočním větru umožňuje:	odpor (vztlak) ploutve nebo kýlu, bez nějž by mohla plout plachetnice jen po větru.		správně zvolené plachtoví.		dostatečná plocha a správný tvar listu kormidla.	
539	S	P3 2015		Malá hmotnost kýlu plachetnice má za následek:	veliký náklon plachetnice za silného větru.		malý náklon plachetnice za silného větru.		vytvoření velkého vlnového odporu trupu.	
540	S	P3 2015		Správně nastavená plachta při plavbě na boční vítr má:	menší stranovou a větší dopřednou sílu než plachta při plavbě ostře proti větru.		stejnou stranovou sílu než plachta při plavbě ostře proti větru.		menší stranovou a menší dopřednou sílu než plachta při plavbě ostře proti větru.	
541	S	P3 2015		Skluz lodě je umožněn:	tvarem trupu.		pouze profilem stěžně.		vhodným materiálem na otěže plachet.	
542	S	P3 2015		Při malé ploše laterálu plachetnice:	špatně stoupá proti větru a má velký snos.		dobře stoupá proti větru, ale pluje ve značném náklonu.		dobře stoupá proti větru.	
543	S	P3 2015		Hydrodynamický odpor trupu je závislý hlavně:	na jeho tvaru, jakosti povrchu trupu a velikosti laterálu.		na ploše plachet.		na teplotě vody.	
544	S	P3 2015		Plachetnice ve velkém náklonu:	špatně stoupá proti větru a pluje pomaleji než plachetnice v malém náklonu.		pluje rychleji než plachetnice v malém náklonu.		pluje ostřeji proti větru než plachetnice v malém náklonu.	
545	S	P3 2015		Rychlost plachetnice nejvíce ovlivňuje:	správné nastavení plachet.		stáří plachet.		barevné provedení plachet.	
546	S	P3 2015		Návětrnost plachetnice je ovlivněna:	náklonem plachetnice a tvarem trupu.		velikostí lodního šroubu.		vhodným podponorovým nátěrem.	
547	S	P3 2015		Kormidlo je část lodi, která:	umožňuje řídit směr plavby.		prodlužuje kýl lodi.		má tvořit nejvíce ponořenou část lodi a proto musí mít dostatečnou axiální vůli.	
548	S	P3 2015		Síla na kormidelní páce má být za plavby:	co nejmenší.		co největší.		asi 30 N.	
549	S	P3 2015		Nejmenší čelní odpor má kormidlo:	s tenkým symetrickým profilem(tzv. NASA).		provedené jako rovná deska (tzv. list).		s hrubým povrchem.	
550	S	P3 2015		Sílu potřebnou k ovládání kormidelní páky snížíme zejména:	správným nastavením plachet.		novým podponorovým nátěrem.		prodloužením stěžně.	
551	S	P3 2015		Kormidlo ztrácí účinnost:	při náhlém velkém vychýlení, protože vznikají víry a odpor, které snižují i rychlost lodě.		je-li úplně vytažena ploutev.		pluje-li se pouze s kosatkou.	
552	S	P3 2015		Jízdu plachetnice ve skluzu podmiňuje:	vhodný tvar trupu a dostatečná rychlost.		především značně zvětšená plocha plachet, tvar lodního tělesa není rozhodující.		příďotížnost a závětrnost lodě.	
553	S	P3 2015		Vírový odpor trupu za zádí plavidla:	zpomaluje plavbu.		neovlivňuje rychlost plavby.		zrychluje plavbu.	
